client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
Kingspan Group,2023-06-26,31,20.88,debit_card,14:58,Netherlands
Mapfre,2023-04-13,5,126.18,credit_card,22:02,Malta
Alfa Laval,2023-12-03,92,136.21,credit_card,00:58,Luxembourg
Argenta,2023-04-30,62,182.94,cash,06:03,Greece
Greene King,2023-01-19,86,24.32,credit_card,05:15,Belarus
Daimler,2023-10-28,2,13.28,cash,06:25,Bulgaria
Ericsson,2023-07-05,88,223.03,credit_card,10:42,Belarus
Engie,2023-08-26,95,33.86,credit_card,23:41,Switzerland
Ageas,2023-03-24,45,99.68,credit_card,19:00,Latvia
Telia Company,2023-06-12,6,52.33,debit_card,21:51,Cyprus
JCDecaux,2023-10-10,38,164.61,credit_card,08:13,Lithuania
Tele2,2023-01-02,49,178.51,cash,21:19,Serbia
Scottish Mortgage Investment Trust,2023-09-13,27,187.52,credit_card,15:06,Switzerland
Melrose Industries,2023-10-12,67,284.68,debit_card,16:38,Austria
Galp Energia,2023-09-10,90,168.32,credit_card,11:38,Sweden
DCC plc,2023-04-16,4,154.3,cash,15:00,Ukraine
Fincantieri,2023-01-12,83,106.41,debit_card,06:50,Belarus
Boskalis Westminster,2023-06-08,44,252.3,credit_card,21:51,France
Nestlé,2023-04-13,8,27.78,credit_card,18:33,Greece
Kone,2023-09-27,84,52.01,credit_card,06:09,Romania
Imperial Brands,2023-05-03,95,192.54,debit_card,08:54,Bosnia and Herzegovina
Banco Comercial Português,2023-10-04,50,251.49,debit_card,21:46,Lithuania
Smith & Nephew,2023-11-01,90,49.28,debit_card,18:44,Vatican City
Tesco,2023-11-14,94,43.19,cash,16:01,Finland
Barclays,2023-06-24,47,51.67,credit_card,22:18,Kosovo
Rolls-Royce Holdings,2023-08-27,35,118.59,cash,21:03,Iceland
Tryg,2023-05-27,21,169.26,credit_card,02:47,Iceland
Intesa Sanpaolo,2023-10-11,60,54.8,cash,21:14,Latvia
Erste Group,2023-08-22,2,198.54,credit_card,01:52,Belgium
Phoenix Group Holdings,2023-07-17,37,94.03,debit_card,09:22,North Macedonia
British American Tobacco,2023-01-04,59,208.14,debit_card,20:10,Germany
Royal BAM Group,2023-10-24,42,134.38,debit_card,07:29,Albania
Geberit,2023-02-28,67,20.13,debit_card,10:29,Spain
Rio Tinto,2023-11-30,97,42.45,credit_card,21:53,Denmark
Pirelli,2023-09-09,25,194.94,debit_card,18:00,San Marino
Atlantia,2023-09-22,53,147.01,credit_card,04:12,Estonia
Mediaset,2023-03-14,41,168.5,cash,02:25,Greece
AkzoNobel,2023-11-03,71,259.11,credit_card,23:43,Latvia
Anglo American,2023-08-13,15,108.16,cash,04:53,Bulgaria
Skanska,2023-07-20,87,81.52,credit_card,19:29,Moldova
National Grid plc,2023-10-17,22,69.29,cash,22:41,Ukraine
Nestlé,2023-11-12,52,184.64,credit_card,14:03,Andorra
Porsche,2023-10-28,69,236.08,debit_card,23:57,Liechtenstein
Ferguson plc,2023-01-25,43,167.28,credit_card,01:48,Romania
Continental AG,2023-11-13,64,14.73,cash,11:21,Liechtenstein
Unilever,2023-04-07,89,65.77,cash,10:51,Estonia
TomTom,2023-04-05,88,197.21,credit_card,03:11,Norway
Whitbread,2023-01-19,9,221.04,cash,00:28,Greece
Swatch Group,2023-12-01,46,145.23,debit_card,23:26,Bosnia and Herzegovina
Fincantieri,2023-08-10,20,138.75,debit_card,07:15,Ireland
Capgemini,2023-07-06,67,146.28,debit_card,02:47,Moldova
ING Group,2023-06-25,43,172.67,credit_card,04:43,Denmark
ING Group,2023-08-23,47,154.56,credit_card,04:28,Finland
ITV plc,2023-09-21,71,156.64,debit_card,16:10,Liechtenstein
Wärtsilä,2023-10-19,91,88.85,cash,19:36,Italy
Volvo Group,2023-04-14,64,230.04,debit_card,02:30,Moldova
E.ON,2023-10-30,7,254.42,cash,12:35,Andorra
JD Sports Fashion,2023-11-23,21,211.25,credit_card,22:01,United Kingdom
Sika AG,2023-08-17,6,217.27,debit_card,11:20,Estonia
Equinor,2023-08-26,68,140.17,debit_card,13:09,Germany
Maersk,2023-05-27,9,51.97,credit_card,00:28,Spain
Paddy Power Betfair,2023-02-23,79,184.37,debit_card,21:40,Moldova
Telefónica,2023-12-16,9,246.52,credit_card,11:59,Moldova
Andritz AG,2023-07-21,15,297.53,cash,19:53,Latvia
Acerinox,2023-07-08,64,68.75,debit_card,16:09,Ukraine
Allianz,2023-03-19,64,272.65,cash,15:21,Montenegro
Allianz,2023-05-02,82,28.6,cash,08:34,Malta
Rank Group,2023-07-08,34,19.02,debit_card,02:50,Albania
JD Sports Fashion,2023-05-07,84,72.78,credit_card,10:43,Iceland
Andritz AG,2023-06-29,18,37.38,credit_card,09:11,Norway
Demant,2023-06-23,50,183.94,cash,12:39,Vatican City
Swiss Re,2023-01-16,96,181.48,debit_card,14:22,Latvia
RHI Magnesita,2023-09-12,78,171.34,debit_card,21:39,Moldova
Ørsted,2023-07-13,27,276.0,debit_card,22:01,Austria
Porsche,2023-07-17,27,66.69,cash,07:18,Liechtenstein
Heineken,2023-04-20,26,259.06,cash,23:08,Switzerland
CaixaBank,2023-10-31,32,225.17,cash,05:11,Latvia
Skanska,2023-12-16,72,49.05,credit_card,16:57,Netherlands
British Land,2023-08-16,27,114.25,debit_card,17:58,France
Sage Group,2023-05-12,82,50.48,cash,01:50,Albania
Severn Trent,2023-12-27,91,38.5,cash,11:02,Switzerland
Fiat,2023-06-05,54,298.68,credit_card,19:37,Sweden
Compass Group,2023-11-24,68,29.62,credit_card,19:14,Vatican City
Compass Group,2023-07-04,56,238.82,cash,13:01,Ireland
IKEA,2023-03-16,9,50.12,debit_card,11:51,Austria
Burberry,2023-11-28,84,256.74,cash,00:01,Albania
Antofagasta,2023-05-19,69,253.0,cash,13:09,Andorra
KBC Group,2023-06-15,2,43.59,debit_card,14:33,Serbia
Coca-Cola HBC,2023-07-14,42,229.85,credit_card,21:55,Cyprus
Umicore,2023-07-02,96,107.74,credit_card,02:41,Belarus
TNT Express,2023-06-09,90,110.12,debit_card,16:52,Albania
STMicroelectronics,2023-10-25,83,203.06,debit_card,23:48,Moldova
Next plc,2023-11-05,32,12.73,cash,15:15,Bulgaria
SKF,2023-10-08,41,298.98,debit_card,15:31,Italy
Kesko,2023-10-20,17,144.2,debit_card,05:05,San Marino
Abertis,2023-01-13,41,123.66,credit_card,16:10,Greece
CRH plc,2023-07-13,35,246.99,debit_card,16:51,Denmark
Air Liquide,2023-06-17,27,259.76,debit_card,01:56,Portugal
Assa Abloy,2023-09-15,63,227.45,credit_card,08:35,Sweden
ITV plc,2023-02-15,70,235.89,credit_card,07:05,Serbia
Whitbread,2023-02-20,19,187.13,credit_card,02:53,Albania
ABB,2023-09-09,30,240.41,credit_card,01:43,Montenegro
Vattenfall,2023-11-06,96,45.35,cash,22:50,Netherlands
Heineken,2023-12-15,14,223.46,cash,15:44,Lithuania
Mota-Engil,2023-04-28,99,43.26,cash,18:27,Albania
H&M,2023-08-07,31,269.21,debit_card,07:57,Vatican City
Imperial Brands,2023-07-17,58,246.1,debit_card,13:52,Cyprus
Unilever,2023-12-23,66,158.24,debit_card,22:49,Malta
Pandora,2023-06-20,94,275.38,credit_card,01:56,Ireland
Deutsche Telekom,2023-12-30,83,17.27,cash,08:47,Greece
Eiffage,2023-11-24,61,160.58,debit_card,15:39,Cyprus
Koninklijke Philips,2023-04-28,97,10.83,debit_card,12:53,Netherlands
Ferrovial,2023-04-17,37,17.74,credit_card,20:10,Germany
CRH plc,2023-09-26,93,119.09,credit_card,02:38,Croatia
Vivendi,2023-02-27,24,71.43,debit_card,15:53,North Macedonia
Rentokil Initial,2023-03-14,30,177.69,cash,01:27,Hungary
CRH plc,2023-12-04,46,258.82,credit_card,08:53,Moldova
Glencore,2023-12-01,43,266.44,credit_card,13:36,Lithuania
ASML Holding,2023-04-12,17,257.2,cash,06:49,United Kingdom
CRH plc,2023-10-07,57,94.91,cash,07:59,Lithuania
Lindt & Sprüngli,2023-05-12,36,63.15,debit_card,21:30,Ukraine
Kingfisher plc,2023-06-15,54,40.59,cash,21:50,Moldova
ISS A/S,2023-03-05,80,289.65,credit_card,18:22,Greece
GVC Holdings,2023-04-04,74,124.45,debit_card,17:49,Monaco
TNT Express,2023-09-16,42,190.48,credit_card,02:46,Italy
Ferrovial,2023-10-21,11,267.45,cash,09:15,Belgium
Kingfisher,2023-09-28,41,57.27,debit_card,20:45,Montenegro
Just Eat Takeaway,2023-05-17,22,27.92,debit_card,17:45,Norway
Roche,2023-10-25,49,290.66,debit_card,10:17,Poland
Nokia,2023-12-21,23,12.1,cash,14:36,United Kingdom
Maersk,2023-03-01,83,168.15,cash,06:42,Bulgaria
Anheuser-Busch InBev,2023-05-24,78,69.75,credit_card,20:32,Switzerland
Publicis Groupe,2023-08-28,90,80.05,credit_card,10:58,Hungary
Daimler,2023-05-03,17,164.58,credit_card,15:54,Slovakia
Randstad Holding,2023-09-26,91,111.17,cash,06:46,Netherlands
NH Hotel Group,2023-07-30,64,199.96,cash,09:24,San Marino
Scottish Mortgage Investment Trust,2023-09-15,9,30.44,credit_card,22:31,Hungary
Rightmove,2023-07-25,50,132.8,credit_card,05:43,Finland
National Grid plc,2023-02-19,79,64.1,cash,01:59,Poland
Schneider Electric,2023-09-09,35,165.26,debit_card,21:29,United Kingdom
Fraport,2023-11-19,60,252.76,debit_card,00:21,Malta
Ericsson,2023-12-18,47,197.92,debit_card,20:31,Italy
Pirelli,2023-01-02,83,115.65,debit_card,07:51,Belgium
Safran,2023-08-24,12,108.84,credit_card,14:04,France
Wärtsilä,2023-05-20,95,220.8,cash,02:23,Netherlands
Demant,2023-09-18,10,127.76,debit_card,06:04,Estonia
Marks & Spencer,2023-12-31,95,211.48,cash,03:08,Bosnia and Herzegovina
UCB,2023-03-01,33,65.83,credit_card,13:18,North Macedonia
Lloyds Banking Group,2023-11-10,52,284.38,cash,02:27,Italy
Jerónimo Martins,2023-04-13,5,170.84,debit_card,17:48,Serbia
BT Group,2023-08-20,10,74.24,credit_card,10:48,Croatia
Rank Group,2023-07-24,89,235.61,debit_card,04:15,Iceland
Rio Tinto,2023-06-14,37,48.27,cash,10:54,Moldova
Kuehne + Nagel,2023-10-08,37,192.89,cash,17:50,Monaco
EasyJet,2023-11-19,26,284.57,credit_card,18:36,Vatican City
CBRE Group,2023-05-05,31,131.84,debit_card,23:58,Luxembourg
JD Wetherspoon,2023-04-03,61,36.55,debit_card,11:34,Romania
Sainsbury's,2023-09-05,2,106.02,cash,18:35,France
Ageas,2023-05-19,35,52.74,credit_card,00:54,Moldova
ING Group,2023-12-05,76,217.53,debit_card,20:39,France
Alfa Laval,2023-07-08,42,247.96,cash,14:57,Slovakia
H&M,2023-03-21,45,150.72,cash,05:25,Monaco
Bpost,2023-10-23,13,15.25,cash,19:22,Kosovo
National Grid plc,2023-03-31,10,51.85,debit_card,06:10,France
Scottish Mortgage Investment Trust,2023-02-21,44,114.49,debit_card,05:19,Bulgaria
Viscofan,2023-09-14,15,30.74,cash,23:46,Germany
Unilever,2023-04-20,65,152.2,credit_card,20:28,Latvia
Lonza Group,2023-02-25,94,59.37,credit_card,10:24,Kosovo
An Post,2023-02-20,89,110.94,debit_card,08:56,San Marino
Bouygues,2023-07-03,40,15.46,debit_card,23:56,North Macedonia
AXA,2023-07-18,19,136.59,debit_card,20:25,Germany
Greene King,2023-05-12,13,37.52,cash,07:19,Bosnia and Herzegovina
Assa Abloy,2023-03-02,36,20.84,debit_card,05:53,Estonia
Aviva,2023-12-02,93,71.3,cash,19:30,Romania
Electrolux,2023-05-23,79,210.06,debit_card,05:55,Slovakia
Continental AG,2023-04-11,33,65.17,cash,12:46,Italy
Swatch Group,2023-10-31,2,181.74,debit_card,13:51,San Marino
British Land,2023-02-20,5,168.84,debit_card,16:37,Finland
Scottish Mortgage Investment Trust,2023-11-29,51,270.92,credit_card,16:09,Italy
Schroders,2023-08-21,47,76.86,credit_card,06:40,Bulgaria
TomTom,2023-06-11,56,17.03,cash,18:06,Ukraine
Demant,2023-11-02,16,255.61,debit_card,20:49,Portugal
Playtech,2023-02-05,50,203.85,debit_card,13:18,Estonia
H&M,2023-09-24,45,220.16,cash,02:58,Iceland
Bouygues,2023-06-25,11,204.32,credit_card,17:41,Albania
Kingspan Group,2023-12-09,60,299.11,credit_card,02:29,Denmark
Mapfre,2023-05-14,48,286.65,cash,11:58,Germany
Standard Chartered,2023-05-28,92,186.01,debit_card,05:42,North Macedonia
Raiffeisen Bank,2023-04-12,39,203.87,cash,18:22,Serbia
Delhaize Group,2023-08-03,55,268.14,credit_card,14:44,Denmark
Bekaert,2023-07-04,16,84.39,cash,22:44,Switzerland
Ferguson plc,2023-12-29,53,137.33,debit_card,23:43,Switzerland
Schroders,2023-11-10,63,54.23,cash,01:26,Romania
Greencore,2023-02-09,100,189.52,cash,14:19,Lithuania
Smurfit Kappa,2023-09-21,1,101.78,credit_card,10:16,Latvia
Royal Dutch Shell,2023-03-05,24,228.95,credit_card,01:28,Bulgaria
Phoenix Group,2023-10-21,83,20.91,debit_card,10:03,Montenegro
Ferrovial,2023-12-22,71,216.08,cash,05:42,Monaco
Mediaset España,2023-05-31,7,289.59,debit_card,05:15,Vatican City
Bpost,2023-01-12,7,83.41,credit_card,02:29,United Kingdom
Grifols,2023-10-26,31,83.49,cash,13:41,Kosovo
Cellnex,2023-09-25,74,89.41,debit_card,14:59,France
Glanbia,2023-02-14,76,128.54,credit_card,19:51,Serbia
Sainsbury's,2023-05-03,72,211.87,debit_card,17:10,Slovenia
Acciona,2023-02-27,44,63.08,credit_card,19:10,Greece
SKF,2023-03-14,97,296.04,credit_card,07:14,Vatican City
Cellnex,2023-09-05,74,60.15,cash,16:20,Spain
M&G,2023-05-26,34,43.81,cash,20:12,Finland
Heineken,2023-12-22,32,259.8,cash,01:23,Latvia
Intesa Sanpaolo,2023-02-20,21,82.37,debit_card,05:13,Slovakia
Prudential,2023-09-20,31,76.89,debit_card,07:33,Poland
Prada,2023-07-06,84,66.64,cash,21:18,Greece
Straumann,2023-11-20,10,32.12,cash,01:31,Moldova
GlaxoSmithKline,2023-03-24,15,15.26,cash,16:17,Iceland
Clariant,2023-03-22,50,213.48,credit_card,19:39,Germany
Fortum,2023-05-11,3,112.65,credit_card,21:17,United Kingdom
Coca-Cola European Partners,2023-09-09,86,275.92,debit_card,01:08,Denmark
BP,2023-07-27,13,12.7,cash,13:33,Austria
IKEA,2023-04-20,2,273.63,cash,09:52,Bulgaria
Continental AG,2023-07-06,48,131.83,debit_card,01:38,Estonia
Abertis,2023-09-01,91,207.13,cash,19:30,Andorra
Kingspan Group,2023-10-29,49,287.26,credit_card,22:31,Croatia
Ryanair,2023-05-26,100,15.35,credit_card,11:50,Greece
EasyJet,2023-10-02,39,42.56,debit_card,09:15,Belarus
Amundi,2023-04-18,4,259.27,debit_card,18:28,Greece
Michelin,2023-08-26,9,205.95,credit_card,00:25,Austria
Royal Dutch Shell,2023-04-02,71,105.26,debit_card,18:30,Estonia
Assa Abloy,2023-01-31,63,238.36,cash,21:30,Montenegro
Swedbank,2023-07-15,40,216.29,cash,17:10,Switzerland
William Hill,2023-08-12,23,280.22,cash,14:15,Denmark
BP,2023-11-28,74,126.01,credit_card,04:15,Czech Republic
London Stock Exchange Group,2023-07-12,37,269.09,debit_card,15:08,Germany
Admiral Group,2023-10-07,24,298.02,credit_card,15:14,Greece
Melrose Industries,2023-11-04,31,62.73,debit_card,22:32,Vatican City
British American Tobacco,2023-06-21,36,26.94,debit_card,15:05,Lithuania
Lloyds Banking Group,2023-01-06,8,198.51,debit_card,15:29,Germany
Zardoya Otis,2023-05-16,61,155.85,debit_card,23:24,Sweden
Allianz,2023-11-27,47,267.72,cash,09:07,Sweden
Danske Bank,2023-10-07,89,266.73,debit_card,23:22,Switzerland
Straumann,2023-05-02,11,41.02,credit_card,15:49,Liechtenstein
EssilorLuxottica,2023-11-20,96,101.54,cash,06:42,Belarus
Flutter Entertainment,2023-03-23,99,146.42,debit_card,03:50,Czech Republic
Scottish Mortgage Investment Trust,2023-12-11,86,284.3,debit_card,23:22,Czech Republic
Pirelli,2023-12-18,100,214.81,cash,18:39,Andorra
Unite Group,2023-12-19,97,104.3,debit_card,10:37,Iceland
Telenor,2023-01-05,28,169.87,credit_card,16:10,Bosnia and Herzegovina
Babcock International Group,2023-10-29,1,276.8,debit_card,08:57,Slovakia
Auto Trader Group,2023-06-24,78,41.78,credit_card,17:35,Andorra
KBC Group,2023-01-26,67,104.23,debit_card,20:07,Denmark
BHP,2023-04-01,93,164.86,cash,21:50,Malta
Legal & General,2023-04-15,70,250.31,credit_card,01:22,San Marino
Atlas Copco,2023-11-26,19,47.58,cash,13:19,Belarus
Mapfre,2023-08-02,81,148.99,debit_card,22:54,Moldova
Electrolux,2023-07-21,33,149.77,cash,00:23,Denmark
BT Group,2023-10-22,59,111.41,debit_card,23:44,San Marino
Next,2023-05-15,83,131.47,cash,04:07,Austria
DCC plc,2023-07-20,85,11.64,credit_card,01:07,Sweden
Evonik,2023-12-17,46,123.49,cash,08:37,Czech Republic
EssilorLuxottica,2023-08-20,12,280.78,cash,00:46,Serbia
Admiral Group,2023-09-24,20,85.69,credit_card,21:16,Latvia
Novartis,2023-10-21,7,221.39,cash,17:03,Finland
An Post,2023-12-08,63,181.5,cash,15:16,Finland
Generali Group,2023-07-12,29,119.42,cash,16:26,Malta
Leonardo S.p.A.,2023-10-16,13,35.9,debit_card,05:49,Croatia
Segro,2023-09-14,6,199.06,debit_card,02:11,Bulgaria
Thales Group,2023-01-08,61,171.63,credit_card,17:49,Malta
Swatch Group,2023-06-20,71,160.83,cash,20:49,Iceland
Richemont,2023-10-19,48,251.18,credit_card,01:14,Ukraine
Glencore,2023-02-24,99,139.48,debit_card,18:14,Vatican City
AMS AG,2023-09-09,55,23.48,credit_card,22:13,San Marino
ASML Holding,2023-03-05,58,223.42,cash,17:38,Estonia
Ferrovial,2023-02-09,67,288.96,debit_card,21:00,Germany
Imperial Brands,2023-10-28,72,157.32,credit_card,12:04,Slovakia
M&G,2023-01-26,33,106.13,credit_card,10:38,United Kingdom
JD Sports Fashion,2023-02-27,64,286.38,cash,21:26,Montenegro
Rightmove,2023-09-16,56,204.58,cash,03:21,United Kingdom
RHI Magnesita,2023-08-05,82,96.43,credit_card,15:49,Belarus
Vodafone Group,2023-11-17,43,197.86,cash,07:50,Romania
Sartorius,2023-08-09,93,42.12,debit_card,22:09,Serbia
HSBC,2023-01-20,52,67.84,cash,07:49,Moldova
Straumann,2023-03-27,4,154.72,credit_card,15:47,Bosnia and Herzegovina
ITV plc,2023-10-23,11,144.28,credit_card,00:20,Slovenia
SKF,2023-05-08,56,106.5,debit_card,16:01,Slovenia
Safran,2023-09-04,29,273.22,debit_card,07:24,Estonia
Banco Santander,2023-12-09,63,87.66,cash,19:45,Kosovo
Renault,2023-12-17,16,98.6,cash,02:17,Liechtenstein
Aviva,2023-11-12,15,64.21,cash,14:15,Bosnia and Herzegovina
Grifols,2023-07-28,94,55.4,cash,14:46,Iceland
MTU Aero Engines,2023-12-12,50,240.24,credit_card,21:31,Belgium
Ocado Group,2023-11-18,5,136.71,credit_card,06:20,Bosnia and Herzegovina
UPM-Kymmene,2023-05-07,60,299.83,credit_card,10:41,Monaco
Legal & General,2023-04-02,73,107.33,debit_card,20:18,Ukraine
Roche,2023-07-19,97,250.24,debit_card,12:12,Belgium
Ryanair,2023-05-19,68,87.17,debit_card,19:17,Czech Republic
Phoenix Group Holdings,2023-10-22,67,154.78,cash,10:49,Estonia
Betsson,2023-04-22,30,76.14,credit_card,09:19,Albania
Capgemini,2023-02-20,11,98.38,cash,08:09,Vatican City
ACS Group,2023-03-28,2,74.8,credit_card,21:28,Switzerland
MTU Aero Engines,2023-07-06,3,199.2,debit_card,14:27,Switzerland
Scottish Mortgage Investment Trust,2023-03-08,67,295.29,debit_card,23:15,Netherlands
Valeo,2023-12-27,63,295.4,cash,05:45,Latvia
Burberry,2023-01-23,98,43.33,debit_card,05:20,Moldova
Bunzl,2023-11-09,80,201.58,debit_card,06:47,Slovenia
Capgemini,2023-10-23,21,78.22,credit_card,11:43,Norway
Yara International,2023-08-08,39,214.85,credit_card,01:46,Bosnia and Herzegovina
Strabag,2023-07-10,63,121.67,cash,23:22,Moldova
Aena,2023-07-03,90,49.7,credit_card,10:14,Netherlands
Admiral Group,2023-04-16,44,184.9,credit_card,04:24,Poland
Vestas,2023-08-24,45,126.85,debit_card,00:45,North Macedonia
Adecco Group,2023-06-06,81,88.32,debit_card,03:00,Poland
Storebrand,2023-07-17,29,227.75,debit_card,18:41,Moldova
Smiths Group,2023-03-18,40,204.28,debit_card,06:51,Kosovo
Scottish Mortgage Investment Trust,2023-11-20,74,131.18,credit_card,16:01,Austria
Yara International,2023-05-13,56,97.48,credit_card,03:49,Vatican City
Electrolux,2023-09-26,87,27.84,cash,20:18,Belarus
SKF,2023-12-24,100,110.44,credit_card,09:53,Spain
MAN SE,2023-01-14,7,249.23,debit_card,21:55,Cyprus
K+S AG,2023-03-13,57,187.37,cash,19:04,Belarus
Telia Company,2023-03-02,4,46.47,cash,15:46,Belgium
Sandvik,2023-09-02,67,162.99,debit_card,14:07,Austria
Sainsbury's,2023-11-01,10,43.83,debit_card,17:56,Croatia
Capgemini,2023-11-28,87,21.7,credit_card,20:32,Slovakia
Telefónica,2023-04-02,19,73.29,debit_card,04:47,Belarus
Barclays,2023-05-04,85,72.96,cash,01:24,Luxembourg
Holcim,2023-08-05,2,71.33,cash,19:33,Vatican City
ASML Holding,2023-11-17,66,199.08,cash,13:06,Belgium
Barclays,2023-10-20,74,191.9,cash,12:30,Romania
Stellantis,2023-07-11,51,227.96,debit_card,05:48,Serbia
Marston's,2023-06-21,39,99.65,credit_card,02:49,Bosnia and Herzegovina
L'Oréal,2023-04-20,18,276.45,debit_card,16:17,France
Rolls-Royce,2023-10-10,76,155.45,cash,18:38,Serbia
Cellnex,2023-06-01,37,173.73,cash,18:49,Iceland
Viscofan,2023-04-10,97,280.21,debit_card,18:55,Finland
Total,2023-02-07,20,184.67,debit_card,06:25,Belgium
ABB Ltd,2023-02-08,87,197.54,cash,07:21,Bosnia and Herzegovina
UCB,2023-06-18,90,206.3,debit_card,06:36,Bosnia and Herzegovina
Smurfit Kappa,2023-06-18,50,157.93,credit_card,10:15,Ireland
Prudential plc,2023-06-15,95,46.26,debit_card,21:48,Germany
InterContinental Hotels Group,2023-08-02,38,240.44,cash,06:35,Ireland
Jerónimo Martins,2023-07-05,55,55.19,cash,14:34,Poland
Enagas,2023-04-24,55,140.76,debit_card,17:30,Belarus
Rio Tinto,2023-07-27,9,27.9,credit_card,20:30,Cyprus
Aena,2023-07-20,5,290.92,credit_card,11:31,Lithuania
Fugro,2023-09-25,45,141.68,credit_card,21:36,Latvia
Endesa,2023-02-14,64,34.93,debit_card,21:01,Netherlands
Recticel,2023-12-08,40,205.48,debit_card,01:53,Austria
BP,2023-12-19,20,276.88,cash,18:23,Poland
Atlantia,2023-07-06,67,220.2,cash,12:40,Lithuania
Richemont,2023-06-29,4,207.07,debit_card,21:11,Cyprus
Glencore,2023-12-30,20,151.59,credit_card,23:00,Bulgaria
ASML Holding,2023-06-07,85,226.74,credit_card,04:49,Cyprus
DCC plc,2023-07-05,68,240.22,debit_card,04:13,Ukraine
ITV plc,2023-11-29,79,158.64,cash,22:01,Bulgaria
Standard Chartered,2023-05-21,75,12.3,debit_card,08:32,Belarus
Vodafone,2023-09-12,16,298.93,debit_card,15:00,Monaco
Burberry,2023-05-26,73,82.56,credit_card,10:00,Belarus
Sika AG,2023-04-16,3,41.19,debit_card,09:07,Andorra
Flutter Entertainment,2023-11-23,54,173.25,debit_card,09:41,Ireland
Zurich Insurance Group,2023-09-22,39,51.16,credit_card,14:19,Slovenia
Leonardo S.p.A.,2023-07-11,60,126.13,cash,13:35,France
United Utilities,2023-05-04,97,119.19,debit_card,05:57,Moldova
Croda International,2023-09-04,79,53.1,debit_card,08:40,Vatican City
Kuehne + Nagel,2023-04-15,49,82.84,credit_card,23:55,San Marino
CRH plc,2023-02-23,75,116.02,credit_card,21:26,Bulgaria
Scottish Mortgage Investment Trust,2023-08-02,79,241.32,cash,19:17,Spain
